LAT,LON,YEAR,MO,DY,rh2m,t2m,ws10m
9.5,78.125,2022,5,10,69.54,29.34,4.7
9.5,78.75,2022,5,10,66.66,30.4,6.25
9.5,79.375,2022,5,10,72.81,30.66,7.77
9.5,80.0,2022,5,10,75.72,30.01,8.07
10.0,76.25,2022,5,10,84.28,28.33,4.88
10.0,76.875,2022,5,10,91.22,23.37,2.43
10.0,77.5,2022,5,10,76.88,24.89,4.27
10.0,78.125,2022,5,10,66.65,28.92,4.16
10.0,78.75,2022,5,10,62.78,30.27,5.37
10.0,79.375,2022,5,10,68.66,30.76,6.55
10.0,80.0,2022,5,10,75.02,30.43,7.81
10.5,76.25,2022,5,10,83.68,28.07,4.53
10.5,76.875,2022,5,10,85.28,25.02,3.94
10.5,77.5,2022,5,10,73.49,26.55,5.98
10.5,78.125,2022,5,10,66.58,28.99,5.25
10.5,78.75,2022,5,10,61.52,30.39,5.93
10.5,79.375,2022,5,10,63.73,30.82,6.33
10.5,80.0,2022,5,10,73.17,30.44,7.26
11.0,76.25,2022,5,10,84.07,26.39,3.63
11.0,76.875,2022,5,10,79.02,26.02,4.69
11.0,77.5,2022,5,10,68.11,28.99,5.59
11.0,78.125,2022,5,10,65.85,29.54,5.41
11.0,78.75,2022,5,10,62.39,30.21,6.0
11.0,79.375,2022,5,10,61.14,30.95,6.3
11.0,80.0,2022,5,10,71.6,30.38,6.93
11.5,76.25,2022,5,10,83.55,24.76,3.09
11.5,76.875,2022,5,10,75.72,25.32,4.73
11.5,77.5,2022,5,10,66.05,28.86,3.54
11.5,78.125,2022,5,10,65.4,29.52,4.24
11.5,78.75,2022,5,10,63.8,29.51,5.15
11.5,79.375,2022,5,10,61.58,30.92,5.61
11.5,80.0,2022,5,10,72.59,30.32,6.22
12.0,76.25,2022,5,10,78.71,25.1,4.19
12.0,76.875,2022,5,10,72.92,25.86,5.23
12.0,77.5,2022,5,10,67.52,27.45,3.42
12.0,78.125,2022,5,10,66.8,28.64,4.07
12.0,78.75,2022,5,10,63.47,29.06,4.78
12.0,79.375,2022,5,10,62.05,30.61,4.77
12.0,80.0,2022,5,10,72.47,30.25,5.0
12.5,76.25,2022,5,10,73.79,25.66,5.21
12.5,76.875,2022,5,10,70.56,26.8,5.68
12.5,77.5,2022,5,10,68.11,27.2,5.09
12.5,78.125,2022,5,10,66.9,27.49,4.99
12.5,78.75,2022,5,10,61.32,28.98,5.15
12.5,79.375,2022,5,10,61.06,30.17,4.6
12.5,80.0,2022,5,10,68.18,30.29,4.19
13.0,76.25,2022,5,10,72.05,25.72,5.69
13.0,76.875,2022,5,10,70.19,26.42,5.72
13.0,77.5,2022,5,10,68.95,26.4,5.35
13.0,78.125,2022,5,10,67.34,26.3,5.7
13.0,78.75,2022,5,10,60.48,28.1,5.85
13.0,79.375,2022,5,10,62.57,29.28,4.72
13.0,80.0,2022,5,10,68.11,29.78,4.37
13.5,76.25,2022,5,10,70.67,26.32,5.94
13.5,76.875,2022,5,10,68.4,26.84,6.14
13.5,77.5,2022,5,10,68.46,26.63,5.63
13.5,78.125,2022,5,10,65.69,26.46,6.22
13.5,78.75,2022,5,10,63.93,27.08,6.32
13.5,79.375,2022,5,10,67.73,27.83,4.94
13.5,80.0,2022,5,10,72.95,28.76,5.58
8.5,76.25,2022,5,11,77.21,29.65,7.58
8.5,76.875,2022,5,11,83.31,27.9,6.09
8.5,77.5,2022,5,11,83.21,26.54,6.58
8.5,78.125,2022,5,11,75.95,29.58,8.67
8.5,78.75,2022,5,11,78.34,29.92,10.45
8.5,79.375,2022,5,11,79.4,29.68,11.03
8.5,80.0,2022,5,11,81.03,28.69,9.38
9.0,76.25,2022,5,11,79.08,29.22,6.55
9.0,76.875,2022,5,11,87.53,26.34,3.83
9.0,77.5,2022,5,11,82.9,26.51,6.01
9.0,78.125,2022,5,11,73.54,29.28,7.6
9.0,78.75,2022,5,11,74.35,30.2,9.81
9.0,79.375,2022,5,11,77.04,30.12,11.07
9.0,80.0,2022,5,11,77.44,29.53,9.85
9.5,76.25,2022,5,11,80.24,28.93,5.47
9.5,76.875,2022,5,11,88.87,25.01,2.63
9.5,77.5,2022,5,11,78.62,25.98,4.39
9.5,78.125,2022,5,11,68.06,29.7,5.92
9.5,78.75,2022,5,11,67.06,30.84,7.65
9.5,79.375,2022,5,11,74.91,30.61,9.85
9.5,80.0,2022,5,11,76.65,30.12,10.45
10.0,76.25,2022,5,11,82.38,28.29,4.31
10.0,76.875,2022,5,11,89.07,23.38,2.53
10.0,77.5,2022,5,11,73.59,25.11,5.32
10.0,78.125,2022,5,11,60.66,29.98,5.08
10.0,78.75,2022,5,11,59.33,31.38,5.27
10.0,79.375,2022,5,11,67.94,31.24,6.98
10.0,80.0,2022,5,11,77.09,30.45,8.86
10.5,76.25,2022,5,11,82.3,27.9,4.03
10.5,76.875,2022,5,11,83.54,25.0,4.5
10.5,77.5,2022,5,11,68.97,26.91,7.68
10.5,78.125,2022,5,11,59.15,30.13,6.7
10.5,78.75,2022,5,11,55.81,31.66,6.03
10.5,79.375,2022,5,11,59.74,31.83,6.14
10.5,80.0,2022,5,11,72.84,30.78,7.3
11.0,76.25,2022,5,11,83.05,26.13,3.26
11.0,76.875,2022,5,11,77.6,25.85,5.64
11.0,77.5,2022,5,11,63.0,29.31,7.67
11.0,78.125,2022,5,11,59.22,30.48,7.23
11.0,78.75,2022,5,11,55.54,31.5,7.02
11.0,79.375,2022,5,11,54.7,32.4,6.74
11.0,80.0,2022,5,11,68.24,31.19,6.91
11.5,76.25,2022,5,11,82.73,24.43,3.21
11.5,76.875,2022,5,11,74.81,24.93,5.83
11.5,77.5,2022,5,11,61.34,29.0,5.29
11.5,78.125,2022,5,11,59.62,30.09,5.85
11.5,78.75,2022,5,11,56.61,30.73,6.5
11.5,79.375,2022,5,11,54.0,32.56,6.6
11.5,80.0,2022,5,11,67.27,31.41,6.45
12.0,76.25,2022,5,11,79.5,24.36,4.82
12.0,76.875,2022,5,11,73.73,25.07,6.3
12.0,77.5,2022,5,11,66.31,27.04,4.68
12.0,78.125,2022,5,11,64.06,28.44,5.64
12.0,78.75,2022,5,11,59.68,29.67,6.29
12.0,79.375,2022,5,11,56.13,31.92,6.31
12.0,80.0,2022,5,11,66.43,31.38,5.92
12.5,76.25,2022,5,11,77.31,24.34,5.87
12.5,76.875,2022,5,11,73.46,25.61,6.62
12.5,77.5,2022,5,11,71.13,26.07,6.77
12.5,78.125,2022,5,11,70.07,26.68,7.09
12.5,78.75,2022,5,11,63.84,28.76,6.92
12.5,79.375,2022,5,11,59.16,30.86,6.47
12.5,80.0,2022,5,11,63.95,31.23,6.11
13.0,76.25,2022,5,11,77.38,24.19,6.24
13.0,76.875,2022,5,11,74.82,25.17,6.62
13.0,77.5,2022,5,11,73.35,25.2,7.33
13.0,78.125,2022,5,11,72.49,25.52,7.87
13.0,78.75,2022,5,11,65.69,27.79,7.64
13.0,79.375,2022,5,11,62.72,29.73,6.38
13.0,80.0,2022,5,11,65.48,30.39,6.19
13.5,76.25,2022,5,11,75.51,24.95,6.24
13.5,76.875,2022,5,11,72.53,25.63,7.05
13.5,77.5,2022,5,11,71.63,25.6,7.65
13.5,78.125,2022,5,11,70.12,25.77,8.26
13.5,78.75,2022,5,11,67.39,26.84,8.5
13.5,79.375,2022,5,11,66.41,28.53,7.03
13.5,80.0,2022,5,11,69.95,29.37,6.75
8.5,76.25,2022,5,12,79.26,29.3,6.7
8.5,76.875,2022,5,12,80.51,28.15,5.79
8.5,77.5,2022,5,12,76.17,27.42,6.03
8.5,78.125,2022,5,12,70.53,30.19,7.89
8.5,78.75,2022,5,12,77.29,29.89,9.54
8.5,79.375,2022,5,12,79.7,29.45,10.35
8.5,80.0,2022,5,12,79.95,28.74,9.12
9.0,76.25,2022,5,12,80.29,28.93,5.89
9.0,76.875,2022,5,12,84.44,26.55,3.72
9.0,77.5,2022,5,12,77.84,27.07,5.49
9.0,78.125,2022,5,12,68.96,29.91,6.97
9.0,78.75,2022,5,12,71.12,30.48,8.85
9.0,79.375,2022,5,12,75.68,30.09,10.24
9.0,80.0,2022,5,12,75.95,29.51,9.38
9.5,76.25,2022,5,12,78.34,28.79,5.16
9.5,76.875,2022,5,12,85.91,25.06,2.52
9.5,77.5,2022,5,12,76.33,26.22,3.91
9.5,78.125,2022,5,12,66.3,30.03,5.09
9.5,78.75,2022,5,12,65.46,30.86,6.9
9.5,79.375,2022,5,12,73.59,30.48,9.14
9.5,80.0,2022,5,12,75.38,29.96,9.79
10.0,76.25,2022,5,12,81.49,27.88,4.21
10.0,76.875,2022,5,12,87.69,23.24,2.45
10.0,77.5,2022,5,12,73.09,25.17,4.45
10.0,78.125,2022,5,12,61.81,29.83,3.72
10.0,78.75,2022,5,12,60.69,31.06,4.39
10.0,79.375,2022,5,12,67.9,31.0,6.48
10.0,80.0,2022,5,12,75.47,30.23,8.56
10.5,76.25,2022,5,12,82.23,27.32,4.02
10.5,76.875,2022,5,12,83.22,24.67,4.24
10.5,77.5,2022,5,12,69.14,26.66,6.45
10.5,78.125,2022,5,12,60.59,29.71,5.19
10.5,78.75,2022,5,12,57.44,31.18,4.82
10.5,79.375,2022,5,12,60.72,31.52,5.4
10.5,80.0,2022,5,12,71.83,30.55,7.3
11.0,76.25,2022,5,12,84.69,25.24,3.22
11.0,76.875,2022,5,12,79.78,25.0,4.98
11.0,77.5,2022,5,12,66.44,28.19,6.29
11.0,78.125,2022,5,12,61.44,29.65,5.87
11.0,78.75,2022,5,12,57.25,30.77,5.72
11.0,79.375,2022,5,12,56.56,31.89,5.38
11.0,80.0,2022,5,12,68.52,30.84,6.33
11.5,76.25,2022,5,12,86.64,23.21,2.78
11.5,76.875,2022,5,12,79.8,23.51,4.69
11.5,77.5,2022,5,12,68.69,26.98,4.16
11.5,78.125,2022,5,12,64.27,28.64,4.78
11.5,78.75,2022,5,12,60.72,29.55,5.31
11.5,79.375,2022,5,12,57.82,31.66,4.84
11.5,80.0,2022,5,12,69.02,30.8,5.12
12.0,76.25,2022,5,12,83.52,23.16,3.89
12.0,76.875,2022,5,12,79.51,23.55,4.82
12.0,77.5,2022,5,12,74.88,24.92,3.57
12.0,78.125,2022,5,12,70.75,26.68,4.64
12.0,78.75,2022,5,12,66.66,28.06,5.24
12.0,79.375,2022,5,12,62.93,30.58,4.73
12.0,80.0,2022,5,12,70.39,30.54,4.66
12.5,76.25,2022,5,12,80.02,23.46,4.8
12.5,76.875,2022,5,12,78.31,24.4,5.12
12.5,77.5,2022,5,12,77.42,24.56,5.16
12.5,78.125,2022,5,12,76.31,25.26,5.64
12.5,78.75,2022,5,12,71.26,27.15,5.79
12.5,79.375,2022,5,12,67.31,29.45,5.55
12.5,80.0,2022,5,12,70.22,30.39,5.63
13.0,76.25,2022,5,12,78.4,23.68,5.23
13.0,76.875,2022,5,12,77.39,24.52,5.37
13.0,77.5,2022,5,12,76.26,24.54,5.8
13.0,78.125,2022,5,12,76.6,24.7,5.97
13.0,78.75,2022,5,12,71.42,26.77,5.89
13.0,79.375,2022,5,12,69.49,28.88,5.56
13.0,80.0,2022,5,12,72.1,29.95,5.99
13.5,76.25,2022,5,12,76.97,24.3,5.53
13.5,76.875,2022,5,12,74.72,25.14,6.16
13.5,77.5,2022,5,12,73.85,25.27,6.48
13.5,78.125,2022,5,12,73.64,25.43,6.55
13.5,78.75,2022,5,12,70.44,26.7,6.46
13.5,79.375,2022,5,12,70.37,28.36,5.53
13.5,80.0,2022,5,12,74.45,29.38,5.81
8.5,76.25,2022,5,13,80.95,28.8,6.35
8.5,76.875,2022,5,13,85.49,27.35,5.04
8.5,77.5,2022,5,13,83.2,26.32,5.48
8.5,78.125,2022,5,13,75.55,29.38,7.44
8.5,78.75,2022,5,13,80.43,29.42,9.27
8.5,79.375,2022,5,13,82.16,29.18,10.08
8.5,80.0,2022,5,13,82.7,28.43,8.75
9.0,76.25,2022,5,13,79.45,28.78,5.73
9.0,76.875,2022,5,13,86.04,26.07,3.37
9.0,77.5,2022,5,13,77.86,26.81,5.27
9.0,78.125,2022,5,13,68.59,29.78,6.87
9.0,78.75,2022,5,13,71.41,30.32,8.87
9.0,79.375,2022,5,13,76.99,29.89,10.13
9.0,80.0,2022,5,13,78.06,29.26,9.07
9.5,76.25,2022,5,13,79.65,28.56,4.87
9.5,76.875,2022,5,13,86.85,24.66,2.37
9.5,77.5,2022,5,13,74.61,26.16,3.99
9.5,78.125,2022,5,13,65.24,29.94,5.29
9.5,78.75,2022,5,13,64.29,30.97,6.97
9.5,79.375,2022,5,13,73.32,30.52,9.17
9.5,80.0,2022,5,13,75.88,29.93,9.73
10.0,76.25,2022,5,13,84.19,27.33,3.56
10.0,76.875,2022,5,13,89.85,22.71,2.18
10.0,77.5,2022,5,13,73.34,25.12,4.45
10.0,78.125,2022,5,13,62.27,29.93,3.63
10.0,78.75,2022,5,13,60.82,31.17,4.21
10.0,79.375,2022,5,13,68.3,31.06,6.45
10.0,80.0,2022,5,13,75.48,30.29,8.67
10.5,76.25,2022,5,13,84.13,26.82,3.25
10.5,76.875,2022,5,13,85.02,24.17,3.82
10.5,77.5,2022,5,13,70.85,26.54,6.25
10.5,78.125,2022,5,13,62.23,29.78,4.77
10.5,78.75,2022,5,13,58.52,31.27,4.44
10.5,79.375,2022,5,13,62.7,31.4,4.73
10.5,80.0,2022,5,13,73.09,30.54,6.95
11.0,76.25,2022,5,13,83.94,25.02,2.58
11.0,76.875,2022,5,13,79.04,25.1,4.43
11.0,77.5,2022,5,13,67.16,28.57,5.83
11.0,78.125,2022,5,13,63.73,29.73,5.11
11.0,78.75,2022,5,13,60.8,30.68,4.86
11.0,79.375,2022,5,13,61.49,31.42,4.21
11.0,80.0,2022,5,13,71.51,30.61,5.8
11.5,76.25,2022,5,13,85.06,22.99,2.29
11.5,76.875,2022,5,13,77.18,24.25,3.94
11.5,77.5,2022,5,13,67.52,28.16,3.35
11.5,78.125,2022,5,13,66.57,29.24,3.43
11.5,78.75,2022,5,13,66.05,29.56,3.62
11.5,79.375,2022,5,13,65.05,31.03,3.74
11.5,80.0,2022,5,13,72.99,30.34,5.17
12.0,76.25,2022,5,13,83.88,22.72,3.35
12.0,76.875,2022,5,13,76.76,24.38,4.1
12.0,77.5,2022,5,13,71.54,26.42,2.76
12.0,78.125,2022,5,13,70.93,27.98,2.88
12.0,78.75,2022,5,13,68.64,28.79,3.16
12.0,79.375,2022,5,13,68.1,30.34,3.66
12.0,80.0,2022,5,13,74.11,30.0,4.74
12.5,76.25,2022,5,13,81.06,23.09,3.83
12.5,76.875,2022,5,13,76.19,25.08,4.45
12.5,77.5,2022,5,13,73.18,25.94,4.19
12.5,78.125,2022,5,13,73.65,26.65,3.84
12.5,78.75,2022,5,13,70.32,28.1,3.53
12.5,79.375,2022,5,13,69.26,29.35,3.68
12.5,80.0,2022,5,13,73.23,29.76,4.62
13.0,76.25,2022,5,13,79.92,23.8,3.58
13.0,76.875,2022,5,13,77.01,25.11,4.07
13.0,77.5,2022,5,13,73.96,25.61,4.22
13.0,78.125,2022,5,13,74.9,25.7,4.23
13.0,78.75,2022,5,13,72.58,26.85,3.88
13.0,79.375,2022,5,13,74.01,27.93,3.48
13.0,80.0,2022,5,13,75.67,28.94,4.74
13.5,76.25,2022,5,13,77.05,25.34,3.42
13.5,76.875,2022,5,13,74.95,25.91,4.29
13.5,77.5,2022,5,13,73.08,26.2,4.51
13.5,78.125,2022,5,13,73.26,26.29,4.74
13.5,78.75,2022,5,13,73.41,26.57,4.76
13.5,79.375,2022,5,13,76.48,27.34,4.02
13.5,80.0,2022,5,13,78.04,28.58,4.79
8.5,76.25,2022,5,14,80.75,28.39,8.44
8.5,76.875,2022,5,14,82.78,27.21,6.82
8.5,77.5,2022,5,14,77.13,26.68,6.99
8.5,78.125,2022,5,14,70.87,29.51,8.85
8.5,78.75,2022,5,14,77.97,29.22,10.36
8.5,79.375,2022,5,14,79.25,28.9,10.98
8.5,80.0,2022,5,14,79.73,27.92,9.16
9.0,76.25,2022,5,14,80.41,28.32,7.19
9.0,76.875,2022,5,14,84.95,25.93,4.13
9.0,77.5,2022,5,14,77.55,26.66,5.86
9.0,78.125,2022,5,14,69.16,29.51,7.26
9.0,78.75,2022,5,14,71.83,30.02,9.19
9.0,79.375,2022,5,14,75.89,29.67,10.56
9.0,80.0,2022,5,14,76.91,28.75,9.35
9.5,76.25,2022,5,14,82.31,27.66,5.72
9.5,76.875,2022,5,14,87.7,24.19,2.52
9.5,77.5,2022,5,14,78.68,25.57,3.87
9.5,78.125,2022,5,14,70.89,28.98,5.35
9.5,78.75,2022,5,14,69.02,29.96,7.43
9.5,79.375,2022,5,14,73.89,30.14,9.87
9.5,80.0,2022,5,14,75.3,29.59,10.21
10.0,76.25,2022,5,14,87.21,26.55,4.08
10.0,76.875,2022,5,14,90.92,22.25,2.19
10.0,77.5,2022,5,14,77.49,24.5,3.42
10.0,78.125,2022,5,14,70.43,28.55,3.13
10.0,78.75,2022,5,14,66.81,29.96,4.78
10.0,79.375,2022,5,14,69.95,30.58,7.64
10.0,80.0,2022,5,14,75.11,30.08,9.58
10.5,76.25,2022,5,14,88.6,26.17,3.54
10.5,76.875,2022,5,14,89.03,23.44,3.79
10.5,77.5,2022,5,14,74.84,25.72,4.91
10.5,78.125,2022,5,14,68.59,28.56,3.42
10.5,78.75,2022,5,14,63.62,30.32,3.81
10.5,79.375,2022,5,14,64.82,31.0,5.48
10.5,80.0,2022,5,14,72.55,30.45,7.88
11.0,76.25,2022,5,14,89.2,24.8,2.73
11.0,76.875,2022,5,14,85.78,24.21,4.22
11.0,77.5,2022,5,14,70.58,27.66,5.41
11.0,78.125,2022,5,14,66.76,28.9,4.47
11.0,78.75,2022,5,14,62.97,30.13,4.4
11.0,79.375,2022,5,14,62.17,31.22,4.55
11.0,80.0,2022,5,14,70.61,30.71,6.46
11.5,76.25,2022,5,14,89.35,23.35,2.51
11.5,76.875,2022,5,14,82.96,23.81,3.42
11.5,77.5,2022,5,14,69.12,27.74,3.55
11.5,78.125,2022,5,14,67.24,28.78,3.82
11.5,78.75,2022,5,14,65.12,29.43,4.0
11.5,79.375,2022,5,14,63.63,31.21,3.77
11.5,80.0,2022,5,14,71.98,30.66,5.35
12.0,76.25,2022,5,14,86.02,23.51,3.37
12.0,76.875,2022,5,14,78.83,24.7,3.51
12.0,77.5,2022,5,14,72.02,26.51,2.07
12.0,78.125,2022,5,14,70.97,27.75,2.66
12.0,78.75,2022,5,14,67.54,28.96,3.14
12.0,79.375,2022,5,14,66.52,30.95,2.78
12.0,80.0,2022,5,14,74.33,30.48,4.2
12.5,76.25,2022,5,14,81.74,24.11,3.59
12.5,76.875,2022,5,14,76.22,25.75,4.04
12.5,77.5,2022,5,14,74.84,25.83,2.99
12.5,78.125,2022,5,14,75.22,26.38,3.11
12.5,78.75,2022,5,14,70.21,28.51,3.2
12.5,79.375,2022,5,14,67.87,30.43,2.72
12.5,80.0,2022,5,14,74.55,30.44,3.59
13.0,76.25,2022,5,14,79.59,24.67,3.02
13.0,76.875,2022,5,14,77.3,25.54,3.52
13.0,77.5,2022,5,14,76.35,25.35,3.31
13.0,78.125,2022,5,14,77.42,25.63,3.41
13.0,78.75,2022,5,14,71.27,28.05,3.22
13.0,79.375,2022,5,14,68.56,30.03,3.02
13.0,80.0,2022,5,14,72.58,30.42,3.59
13.5,76.25,2022,5,14,74.54,26.37,1.28
13.5,76.875,2022,5,14,73.33,26.66,2.44
13.5,77.5,2022,5,14,72.48,26.69,3.13
13.5,78.125,2022,5,14,72.48,26.93,3.45
13.5,78.75,2022,5,14,70.08,28.05,3.69
13.5,79.375,2022,5,14,68.68,29.87,3.53
13.5,80.0,2022,5,14,71.55,30.54,3.9
8.5,76.25,2022,5,15,79.67,28.29,8.84
8.5,76.875,2022,5,15,85.04,26.8,7.05
8.5,77.5,2022,5,15,82.95,25.82,7.05
8.5,78.125,2022,5,15,75.4,28.84,8.41
8.5,78.75,2022,5,15,79.45,29.0,9.8
8.5,79.375,2022,5,15,80.24,28.81,10.49
8.5,80.0,2022,5,15,80.34,28.12,8.85
9.0,76.25,2022,5,15,81.69,28.06,8.11
9.0,76.875,2022,5,15,87.83,25.58,4.33
9.0,77.5,2022,5,15,82.75,25.95,5.93
9.0,78.125,2022,5,15,74.69,28.54,6.88
9.0,78.75,2022,5,15,75.44,29.48,8.69
9.0,79.375,2022,5,15,78.72,29.35,10.06
9.0,80.0,2022,5,15,77.86,28.87,9.08
9.5,76.25,2022,5,15,83.93,27.62,7.13
9.5,76.875,2022,5,15,89.36,24.31,2.83
9.5,77.5,2022,5,15,80.59,25.47,3.85
9.5,78.125,2022,5,15,74.01,28.41,4.75
9.5,78.75,2022,5,15,71.11,29.62,6.74
9.5,79.375,2022,5,15,76.56,29.84,9.11
9.5,80.0,2022,5,15,77.43,29.39,9.78
10.0,76.25,2022,5,15,88.49,26.66,5.59
10.0,76.875,2022,5,15,91.5,22.78,2.51
10.0,77.5,2022,5,15,78.91,24.82,3.25
10.0,78.125,2022,5,15,75.8,28.06,2.63
10.0,78.75,2022,5,15,72.33,29.3,4.05
10.0,79.375,2022,5,15,74.11,30.04,6.57
10.0,80.0,2022,5,15,78.05,29.68,8.86
10.5,76.25,2022,5,15,91.91,26.1,5.09
10.5,76.875,2022,5,15,90.91,23.93,3.96
10.5,77.5,2022,5,15,80.66,25.58,3.96
10.5,78.125,2022,5,15,78.79,27.54,2.74
10.5,78.75,2022,5,15,75.77,28.77,3.21
10.5,79.375,2022,5,15,74.23,29.69,4.5
10.5,80.0,2022,5,15,77.92,29.77,6.88
11.0,76.25,2022,5,15,94.02,24.72,3.52
11.0,76.875,2022,5,15,90.64,24.25,3.4
11.0,77.5,2022,5,15,84.19,26.27,3.54
11.0,78.125,2022,5,15,81.83,27.04,3.14
11.0,78.75,2022,5,15,79.57,27.85,3.52
11.0,79.375,2022,5,15,76.41,29.21,3.94
11.0,80.0,2022,5,15,78.43,29.7,5.52
11.5,76.25,2022,5,15,93.89,23.19,1.63
11.5,76.875,2022,5,15,91.21,23.06,1.65
11.5,77.5,2022,5,15,87.61,25.32,1.9
11.5,78.125,2022,5,15,84.38,26.41,2.86
11.5,78.75,2022,5,15,82.94,26.88,3.5
11.5,79.375,2022,5,15,78.77,28.92,3.64
11.5,80.0,2022,5,15,80.36,29.48,4.93
12.0,76.25,2022,5,15,90.76,22.99,1.97
12.0,76.875,2022,5,15,89.12,23.21,2.32
12.0,77.5,2022,5,15,89.06,24.08,1.53
12.0,78.125,2022,5,15,86.6,25.58,2.44
12.0,78.75,2022,5,15,85.49,26.35,3.08
12.0,79.375,2022,5,15,82.15,28.31,3.13
12.0,80.0,2022,5,15,82.93,28.95,4.53
12.5,76.25,2022,5,15,88.03,23.39,2.68
12.5,76.875,2022,5,15,86.22,24.18,2.96
12.5,77.5,2022,5,15,87.27,24.17,2.55
12.5,78.125,2022,5,15,87.31,24.89,2.7
12.5,78.75,2022,5,15,86.65,26.07,2.9
12.5,79.375,2022,5,15,86.19,27.32,2.97
12.5,80.0,2022,5,15,84.78,28.33,4.58
13.0,76.25,2022,5,15,87.18,23.52,2.97
13.0,76.875,2022,5,15,85.89,24.17,3.17
13.0,77.5,2022,5,15,84.68,24.21,3.28
13.0,78.125,2022,5,15,83.82,24.66,3.25
13.0,78.75,2022,5,15,82.53,26.15,3.03
13.0,79.375,2022,5,15,83.27,27.53,2.99
13.0,80.0,2022,5,15,83.04,28.6,4.66
13.5,76.25,2022,5,15,82.87,24.54,3.38
13.5,76.875,2022,5,15,81.96,24.87,3.77
13.5,77.5,2022,5,15,80.61,25.06,3.73
13.5,78.125,2022,5,15,79.88,25.42,3.48
13.5,78.75,2022,5,15,77.84,26.6,3.28
13.5,79.375,2022,5,15,77.0,28.42,2.8
13.5,80.0,2022,5,15,79.31,29.43,3.76
8.5,76.25,2022,5,16,84.76,28.4,8.16
8.5,76.875,2022,5,16,88.03,27.25,6.57
8.5,77.5,2022,5,16,83.34,26.68,6.31
8.5,78.125,2022,5,16,75.59,29.51,7.64
8.5,78.75,2022,5,16,82.37,29.12,8.98
8.5,79.375,2022,5,16,83.34,28.8,9.77
8.5,80.0,2022,5,16,82.34,28.31,8.44
9.0,76.25,2022,5,16,86.66,27.81,7.19
9.0,76.875,2022,5,16,89.88,25.76,3.96
9.0,77.5,2022,5,16,84.39,26.28,5.04
9.0,78.125,2022,5,16,75.8,28.98,5.94
9.0,78.75,2022,5,16,76.67,29.68,7.87
9.0,79.375,2022,5,16,80.61,29.34,9.42
9.0,80.0,2022,5,16,79.57,28.94,8.58
9.5,76.25,2022,5,16,87.05,27.14,6.34
9.5,76.875,2022,5,16,91.69,24.04,2.6
9.5,77.5,2022,5,16,83.68,25.34,3.31
9.5,78.125,2022,5,16,77.97,28.38,3.97
9.5,78.75,2022,5,16,75.47,29.34,5.94
9.5,79.375,2022,5,16,78.83,29.69,8.55
9.5,80.0,2022,5,16,79.31,29.33,9.09
10.0,76.25,2022,5,16,89.58,26.33,4.98
10.0,76.875,2022,5,16,93.54,22.36,2.31
10.0,77.5,2022,5,16,85.19,23.77,2.94
10.0,78.125,2022,5,16,81.58,27.21,2.37
10.0,78.75,2022,5,16,76.34,28.86,3.59
10.0,79.375,2022,5,16,75.66,29.99,6.19
10.0,80.0,2022,5,16,79.81,29.6,8.08
10.5,76.25,2022,5,16,91.47,26.15,4.74
10.5,76.875,2022,5,16,91.7,23.72,4.01
10.5,77.5,2022,5,16,85.12,24.62,4.35
10.5,78.125,2022,5,16,84.76,26.37,2.8
10.5,78.75,2022,5,16,79.41,28.06,3.07
10.5,79.375,2022,5,16,74.92,29.7,4.39
10.5,80.0,2022,5,16,79.87,29.6,6.19
11.0,76.25,2022,5,16,92.71,25.01,3.48
11.0,76.875,2022,5,16,89.07,24.55,3.8
11.0,77.5,2022,5,16,84.53,26.17,3.95
11.0,78.125,2022,5,16,87.02,26.19,2.72
11.0,78.75,2022,5,16,83.22,27.05,2.76
11.0,79.375,2022,5,16,77.02,29.01,3.92
11.0,80.0,2022,5,16,80.34,29.4,5.21
11.5,76.25,2022,5,16,91.5,23.76,2.37
11.5,76.875,2022,5,16,88.38,23.83,2.72
11.5,77.5,2022,5,16,85.0,26.03,2.19
11.5,78.125,2022,5,16,86.26,26.37,1.97
11.5,78.75,2022,5,16,83.72,26.66,2.05
11.5,79.375,2022,5,16,78.39,28.82,3.51
11.5,80.0,2022,5,16,81.25,29.28,5.08
12.0,76.25,2022,5,16,88.05,23.74,2.76
12.0,76.875,2022,5,16,87.12,24.18,3.01
12.0,77.5,2022,5,16,84.11,25.37,2.07
12.0,78.125,2022,5,16,83.52,26.45,2.37
12.0,78.75,2022,5,16,82.0,27.0,2.41
12.0,79.375,2022,5,16,78.18,29.02,2.74
12.0,80.0,2022,5,16,81.62,29.29,4.56
12.5,76.25,2022,5,16,86.42,23.85,3.25
12.5,76.875,2022,5,16,84.35,25.15,3.22
12.5,77.5,2022,5,16,81.81,25.56,2.93
12.5,78.125,2022,5,16,83.27,25.91,2.77
12.5,78.75,2022,5,16,82.11,27.07,2.54
12.5,79.375,2022,5,16,78.99,28.74,2.35
12.5,80.0,2022,5,16,81.41,29.25,3.5
13.0,76.25,2022,5,16,86.22,23.9,3.13
13.0,76.875,2022,5,16,83.14,25.09,3.23
13.0,77.5,2022,5,16,81.11,25.13,3.34
13.0,78.125,2022,5,16,82.94,25.09,3.22
13.0,78.75,2022,5,16,81.08,26.76,2.85
13.0,79.375,2022,5,16,78.91,28.63,2.42
13.0,80.0,2022,5,16,80.9,29.29,2.66
13.5,76.25,2022,5,16,82.65,24.92,3.39
13.5,76.875,2022,5,16,80.27,25.65,3.5
